DATE,A,B,C,D,E,,DATE CALC,YEAR,MONTH,DAY,,,
19980102 09:00,973100,975300,970300,970300,384500,,1998 01 02,1998,01,02,,Start,1998 01 02
19980102 10:00,970200,971300,965300,970500,585900,,1998 01 02,1998,01,02,,End,2021 03 31
19980102 11:00,969100,972200,968800,970000,147900,,1998 01 02,1998,01,02,,,
19980102 12:00,970000,972200,970000,971300,162200,,1998 01 02,1998,01,02,,Count,40832
19980102 13:00,972200,972200,968800,969100,247500,,1998 01 02,1998,01,02,,,
19980102 14:00,968800,970600,965300,968400,286800,,1998 01 02,1998,01,02,,,
19980102 15:00,967500,973800,967500,973600,335200,,1998 01 02,1998,01,02,,,
19980105 09:00,978400,979700,974700,976600,775200,,1998 01 05,1998,01,05,,,
19980105 10:00,976300,982500,975600,979700,570600,,1998 01 05,1998,01,05,,,
19980105 11:00,980000,984400,979400,984100,547200,,1998 01 05,1998,01,05,,,
19980105 12:00,984100,984100,979100,980900,402500,,1998 01 05,1998,01,05,,,
19980105 13:00,980900,980900,973100,975000,497700,,1998 01 05,1998,01,05,,,
19980105 14:00,975000,975300,967800,975300,838700,,1998 01 05,1998,01,05,,,
19980105 15:00,975300,977500,970300,977500,398900,,1998 01 05,1998,01,05,,,
19980106 09:00,972500,972800,967500,970600,545500,,1998 01 06,1998,01,06,,,
19980106 10:00,970600,972800,966300,970900,484100,,1998 01 06,1998,01,06,,,
19980106 11:00,970900,970900,965000,965000,419300,,1998 01 06,1998,01,06,,,
19980106 12:00,966300,968400,965300,968400,171900,,1998 01 06,1998,01,06,,,
19980106 13:00,968800,970600,966300,970600,188500,,1998 01 06,1998,01,06,,,
19980106 14:00,970600,971600,965300,967800,269200,,1998 01 06,1998,01,06,,,
19980106 15:00,968100,968800,961900,966300,743300,,1998 01 06,1998,01,06,,,
19980107 09:00,960900,964400,960000,962500,366800,,1998 01 07,1998,01,07,,,
19980107 10:00,963100,963400,957500,957500,585500,,1998 01 07,1998,01,07,,,
19980107 11:00,957500,959400,955300,958800,467900,,1998 01 07,1998,01,07,,,
19980107 12:00,956900,957800,954400,955000,572400,,1998 01 07,1998,01,07,,,
19980107 13:00,954400,958800,952200,958100,444200,,1998 01 07,1998,01,07,,,
19980107 14:00,957800,960000,955600,958800,1839100,,1998 01 07,1998,01,07,,,
19980107 15:00,959400,965000,957500,964700,949500,,1998 01 07,1998,01,07,,,
19980108 09:00,963100,963100,958400,960600,698700,,1998 01 08,1998,01,08,,,
19980108 10:00,960600,961300,955600,958800,608900,,1998 01 08,1998,01,08,,,
19980108 11:00,959100,962800,956600,957800,457500,,1998 01 08,1998,01,08,,,
19980108 12:00,958800,960000,956600,957500,322100,,1998 01 08,1998,01,08,,,
19980108 13:00,957500,960900,955800,959400,195600,,1998 01 08,1998,01,08,,,
19980108 14:00,959100,962200,957200,960300,270600,,1998 01 08,1998,01,08,,,
19980108 15:00,959700,962200,955000,957800,695700,,1998 01 08,1998,01,08,,,
19980109 09:00,952500,955000,946900,948800,1496700,,1998 01 09,1998,01,09,,,
19980109 10:00,947800,950000,941300,947500,871600,,1998 01 09,1998,01,09,,,
19980109 11:00,948800,949500,937800,943400,1186800,,1998 01 09,1998,01,09,,,
19980109 12:00,943100,944400,939400,942500,751300,,1998 01 09,1998,01,09,,,
19980109 13:00,942500,945800,936900,937500,784900,,1998 01 09,1998,01,09,,,
19980109 14:00,937500,939700,930000,939100,1235800,,1998 01 09,1998,01,09,,,
19980109 15:00,937200,937800,919100,924700,3673100,,1998 01 09,1998,01,09,,,
19980112 09:00,911300,928100,909100,925000,2953500,,1998 01 12,1998,01,12,,,
19980112 10:00,925600,931400,920300,929400,1987200,,1998 01 12,1998,01,12,,,
19980112 11:00,929400,936900,912200,933100,1570300,,1998 01 12,1998,01,12,,,
19980112 12:00,933100,934700,930300,934400,1470700,,1998 01 12,1998,01,12,,,
19980112 13:00,934500,938400,933900,936300,1128800,,1998 01 12,1998,01,12,,,
19980112 14:00,934400,934700,927200,928800,1281700,,1998 01 12,1998,01,12,,,
19980112 15:00,930000,941900,930000,940600,1561000,,1998 01 12,1998,01,12,,,
19980113 09:00,946300,948800,944400,946300,1812800,,1998 01 13,1998,01,13,,,
19980113 10:00,946300,949100,942500,945600,596900,,1998 01 13,1998,01,13,,,
19980113 11:00,945600,947800,942200,947700,655600,,1998 01 13,1998,01,13,,,
19980113 12:00,946300,956300,946300,948400,465700,,1998 01 13,1998,01,13,,,
19980113 13:00,947800,948800,945000,947500,193900,,1998 01 13,1998,01,13,,,
19980113 14:00,947800,951300,947200,949400,632800,,1998 01 13,1998,01,13,,,
19980113 15:00,949400,953400,947500,952200,648700,,1998 01 13,1998,01,13,,,
19980114 09:00,956900,956900,950900,952500,862800,,1998 01 14,1998,01,14,,,
19980114 10:00,952800,954100,948800,950600,700600,,1998 01 14,1998,01,14,,,
19980114 11:00,951300,953800,947200,947800,644000,,1998 01 14,1998,01,14,,,
19980114 12:00,949100,951300,947500,951300,224500,,1998 01 14,1998,01,14,,,
19980114 13:00,951300,953100,950600,951900,240100,,1998 01 14,1998,01,14,,,
19980114 14:00,952500,956900,950600,955600,388300,,1998 01 14,1998,01,14,,,
19980114 15:00,955000,959700,955000,958100,677700,,1998 01 14,1998,01,14,,,
19980115 09:00,955000,955600,952500,955000,671600,,1998 01 15,1998,01,15,,,
19980115 10:00,954400,955900,951900,953800,774400,,1998 01 15,1998,01,15,,,
19980115 11:00,953800,957500,953400,953800,151200,,1998 01 15,1998,01,15,,,
19980115 12:00,953800,955000,950300,951900,266800,,1998 01 15,1998,01,15,,,
19980115 13:00,951900,954700,951300,953100,162900,,1998 01 15,1998,01,15,,,
19980115 14:00,953800,954400,951300,954400,124000,,1998 01 15,1998,01,15,,,
19980115 15:00,954800,956400,948100,949400,575500,,1998 01 15,1998,01,15,,,
19980116 09:00,962500,962500,957800,959800,837900,,1998 01 16,1998,01,16,,,
19980116 10:00,959800,962500,956600,962200,703100,,1998 01 16,1998,01,16,,,
19980116 11:00,961300,965000,960900,964400,413100,,1998 01 16,1998,01,16,,,
19980116 12:00,964400,966300,962800,966300,495100,,1998 01 16,1998,01,16,,,
19980116 13:00,965300,966900,963800,964400,383100,,1998 01 16,1998,01,16,,,
19980116 14:00,964400,965900,961600,963800,395000,,1998 01 16,1998,01,16,,,
19980116 15:00,964200,966700,959400,962300,958100,,1998 01 16,1998,01,16,,,
19980120 09:00,966900,968400,965300,965600,1031400,,1998 01 20,1998,01,20,,,
19980120 10:00,966300,969400,965000,968800,589400,,1998 01 20,1998,01,20,,,
19980120 11:00,969400,970900,968100,970600,233800,,1998 01 20,1998,01,20,,,
19980120 12:00,970000,970500,968300,968300,283500,,1998 01 20,1998,01,20,,,
19980120 13:00,968300,971300,967800,970900,384000,,1998 01 20,1998,01,20,,,
19980120 14:00,970800,976300,970000,975000,733400,,1998 01 20,1998,01,20,,,
19980120 15:00,975000,980000,974400,980000,1117900,,1998 01 20,1998,01,20,,,
19980121 09:00,972200,973800,961900,973800,631000,,1998 01 21,1998,01,21,,,
19980121 10:00,974400,976900,972500,973000,589700,,1998 01 21,1998,01,21,,,
19980121 11:00,972800,976600,968800,968800,386100,,1998 01 21,1998,01,21,,,
19980121 12:00,968800,969400,963100,967200,932500,,1998 01 21,1998,01,21,,,
19980121 13:00,967500,969400,965000,966300,323700,,1998 01 21,1998,01,21,,,
19980121 14:00,965900,968800,961600,966900,798700,,1998 01 21,1998,01,21,,,
19980121 15:00,966900,972800,963600,971600,864600,,1998 01 21,1998,01,21,,,
19980122 09:00,961600,966600,961300,963800,960000,,1998 01 22,1998,01,22,,,
19980122 10:00,963100,965300,959700,963800,987000,,1998 01 22,1998,01,22,,,
19980122 11:00,963100,968800,963100,963800,868100,,1998 01 22,1998,01,22,,,
19980122 12:00,963800,968100,962800,965000,257000,,1998 01 22,1998,01,22,,,
19980122 13:00,966100,968100,963800,966300,358600,,1998 01 22,1998,01,22,,,
19980122 14:00,968100,968400,959400,960000,392400,,1998 01 22,1998,01,22,,,
19980122 15:00,962200,965000,958800,963000,661200,,1998 01 22,1998,01,22,,,
19980123 09:00,965000,967800,965000,966300,436200,,1998 01 23,1998,01,23,,,
19980123 10:00,966900,967500,955600,956900,1434700,,1998 01 23,1998,01,23,,,
19980123 11:00,957500,958000,951900,956300,1431900,,1998 01 23,1998,01,23,,,
19980123 12:00,956300,956600,950900,953800,669000,,1998 01 23,1998,01,23,,,
19980123 13:00,952500,957500,950000,954100,731200,,1998 01 23,1998,01,23,,,
19980123 14:00,954400,962500,954400,959700,781400,,1998 01 23,1998,01,23,,,
19980123 15:00,959700,960000,952500,956600,746900,,1998 01 23,1998,01,23,,,
19980126 09:00,963800,963800,958800,958800,1121900,,1998 01 26,1998,01,26,,,
19980126 10:00,958800,964400,957800,964400,492900,,1998 01 26,1998,01,26,,,
19980126 11:00,964700,964700,956900,958400,516600,,1998 01 26,1998,01,26,,,
19980126 12:00,958400,960300,956900,960000,424300,,1998 01 26,1998,01,26,,,
19980126 13:00,960600,961600,937500,956600,835600,,1998 01 26,1998,01,26,,,
19980126 14:00,957500,960600,954100,955000,358500,,1998 01 26,1998,01,26,,,
19980126 15:00,954700,967300,954700,957500,531000,,1998 01 26,1998,01,26,,,
19980127 09:00,958100,964100,956600,963400,967700,,1998 01 27,1998,01,27,,,
19980127 10:00,962800,969400,961600,967800,1030400,,1998 01 27,1998,01,27,,,
19980127 11:00,967800,968800,965600,967200,802100,,1998 01 27,1998,01,27,,,
19980127 12:00,967200,970600,966300,968400,697400,,1998 01 27,1998,01,27,,,
19980127 13:00,967800,971300,967500,968800,381500,,1998 01 27,1998,01,27,,,
19980127 14:00,967800,974500,967500,973900,1252500,,1998 01 27,1998,01,27,,,
19980127 15:00,973100,980000,966600,970000,1507400,,1998 01 27,1998,01,27,,,
19980128 09:00,974100,975900,972200,975000,667300,,1998 01 28,1998,01,28,,,
19980128 10:00,976300,979700,975000,976600,408700,,1998 01 28,1998,01,28,,,
19980128 11:00,976900,977500,971700,974100,324900,,1998 01 28,1998,01,28,,,
19980128 12:00,973400,977800,972300,977800,402300,,1998 01 28,1998,01,28,,,
19980128 13:00,977500,978400,974400,976600,328100,,1998 01 28,1998,01,28,,,
19980128 14:00,975900,979700,974700,978400,1373200,,1998 01 28,1998,01,28,,,
19980128 15:00,978800,981100,977200,978800,585400,,1998 01 28,1998,01,28,,,
19980129 09:00,978400,980600,975600,980000,248600,,1998 01 29,1998,01,29,,,
19980129 10:00,980000,990600,980000,987500,2442100,,1998 01 29,1998,01,29,,,
19980129 11:00,987500,992500,987500,992500,658000,,1998 01 29,1998,01,29,,,
19980129 12:00,992200,995600,983000,991300,1147300,,1998 01 29,1998,01,29,,,
19980129 13:00,992300,993400,990000,992200,878700,,1998 01 29,1998,01,29,,,
19980129 14:00,992500,994400,989100,992500,1061400,,1998 01 29,1998,01,29,,,
19980129 15:00,991300,991900,983400,987500,1270200,,1998 01 29,1998,01,29,,,
19980130 09:00,987800,987800,981600,982500,492600,,1998 01 30,1998,01,30,,,
19980130 10:00,981600,988100,980300,987500,791600,,1998 01 30,1998,01,30,,,
19980130 11:00,986300,989100,984400,989100,467500,,1998 01 30,1998,01,30,,,
19980130 12:00,988100,989700,985200,986300,534200,,1998 01 30,1998,01,30,,,
19980130 13:00,985000,986600,980600,984100,290700,,1998 01 30,1998,01,30,,,
19980130 14:00,984100,985000,980000,982000,296000,,1998 01 30,1998,01,30,,,
19980130 15:00,981900,989700,980600,983100,460400,,1998 01 30,1998,01,30,,,
19980202 09:00,999100,1003100,998800,1000000,2343600,,1998 02 02,1998,02,02,,,
19980202 10:00,1001300,1004400,997500,1001600,1377400,,1998 02 02,1998,02,02,,,
19980202 11:00,1001900,1002800,998800,1000000,221000,,1998 02 02,1998,02,02,,,
19980202 12:00,999400,1002500,998800,1002500,190700,,1998 02 02,1998,02,02,,,
19980202 13:00,1001900,1003800,1000600,1001600,280700,,1998 02 02,1998,02,02,,,
19980202 14:00,1001900,1004100,1000000,1003800,214200,,1998 02 02,1998,02,02,,,
19980202 15:00,1003800,1005000,1000000,1002500,959600,,1998 02 02,1998,02,02,,,
19980203 09:00,1000000,1000600,997200,1000000,436500,,1998 02 03,1998,02,03,,,
19980203 10:00,1000000,1002500,997500,1000600,362900,,1998 02 03,1998,02,03,,,
19980203 11:00,1001600,1002800,999700,1000900,354100,,1998 02 03,1998,02,03,,,
19980203 12:00,1000200,1002800,999800,1001300,325000,,1998 02 03,1998,02,03,,,
19980203 13:00,1001600,1001600,999100,1000600,92100,,1998 02 03,1998,02,03,,,
19980203 14:00,1000300,1005300,1000000,1005300,339200,,1998 02 03,1998,02,03,,,
19980203 15:00,1005300,1008100,1003800,1006900,747000,,1998 02 03,1998,02,03,,,
19980204 09:00,1002800,1004100,1000600,1002800,242200,,1998 02 04,1998,02,04,,,
19980204 10:00,1002200,1005000,998800,1004100,674800,,1998 02 04,1998,02,04,,,
19980204 11:00,1003800,1005900,1002200,1003800,228500,,1998 02 04,1998,02,04,,,
19980204 12:00,1004400,1008800,1003800,1006900,361400,,1998 02 04,1998,02,04,,,
19980204 13:00,1006600,1011600,1006300,1010600,912000,,1998 02 04,1998,02,04,,,
19980204 14:00,1008800,1010300,1005000,1007500,408800,,1998 02 04,1998,02,04,,,
19980204 15:00,1006600,1009400,1005000,1005900,456100,,1998 02 04,1998,02,04,,,
19980205 09:00,1013100,1014700,1003100,1013100,754400,,1998 02 05,1998,02,05,,,
19980205 10:00,1013100,1015900,1003800,1005600,1086100,,1998 02 05,1998,02,05,,,
19980205 11:00,1005900,1008100,1003100,1006300,789800,,1998 02 05,1998,02,05,,,
19980205 12:00,1005000,1013400,1001300,1005000,311700,,1998 02 05,1998,02,05,,,
19980205 13:00,1004700,1007500,1004100,1006300,583600,,1998 02 05,1998,02,05,,,
19980205 14:00,1007500,1007500,1001900,1002500,627100,,1998 02 05,1998,02,05,,,
19980205 15:00,1002200,1006600,1000300,1003800,818100,,1998 02 05,1998,02,05,,,
19980206 09:00,1010000,1011400,1006900,1011400,600400,,1998 02 06,1998,02,06,,,
19980206 10:00,1011300,1014100,1009400,1011600,1610000,,1998 02 06,1998,02,06,,,
19980206 11:00,1010300,1014800,1010300,1013800,614400,,1998 02 06,1998,02,06,,,
19980206 12:00,1013100,1015000,1011300,1012800,481600,,1998 02 06,1998,02,06,,,
19980206 13:00,1013800,1014400,1010300,1012500,660000,,1998 02 06,1998,02,06,,,
19980206 14:00,1013100,1015000,1011400,1013600,847200,,1998 02 06,1998,02,06,,,
19980206 15:00,1013600,1015000,1010000,1012800,718200,,1998 02 06,1998,02,06,,,
19980209 09:00,1017200,1017300,1014700,1016600,467400,,1998 02 09,1998,02,09,,,
19980209 10:00,1017300,1017500,1010300,1011900,396600,,1998 02 09,1998,02,09,,,
19980209 11:00,1011900,1014100,1008800,1009100,309000,,1998 02 09,1998,02,09,,,
19980209 12:00,1009100,1011300,1009100,1009400,243500,,1998 02 09,1998,02,09,,,
19980209 13:00,1010000,1010600,1008400,1010600,230200,,1998 02 09,1998,02,09,,,
19980209 14:00,1009700,1011300,1007800,1009100,291300,,1998 02 09,1998,02,09,,,
19980209 15:00,1009400,1012500,1007200,1011400,339100,,1998 02 09,1998,02,09,,,
19980210 09:00,1014400,1015600,1013100,1013100,175200,,1998 02 10,1998,02,10,,,
19980210 10:00,1013100,1017500,1011900,1017500,533600,,1998 02 10,1998,02,10,,,
19980210 11:00,1017200,1024400,1015000,1023800,1368200,,1998 02 10,1998,02,10,,,
19980210 12:00,1022500,1023800,1021600,1022200,324200,,1998 02 10,1998,02,10,,,
19980210 13:00,1022800,1024100,1021300,1023100,203000,,1998 02 10,1998,02,10,,,
19980210 14:00,1023800,1024700,1019700,1019700,463200,,1998 02 10,1998,02,10,,,
19980210 15:00,1020600,1022500,1018600,1020500,557100,,1998 02 10,1998,02,10,,,
19980211 09:00,1020900,1021600,1018800,1020000,318900,,1998 02 11,1998,02,11,,,
19980211 10:00,1020000,1031900,1020000,1020000,1006700,,1998 02 11,1998,02,11,,,
19980211 11:00,1020900,1021900,1017800,1018400,324500,,1998 02 11,1998,02,11,,,
19980211 12:00,1018100,1020000,1017700,1018600,468700,,1998 02 11,1998,02,11,,,
19980211 13:00,1018100,1020000,1017000,1018400,323500,,1998 02 11,1998,02,11,,,
19980211 14:00,1019700,1021600,1017800,1019700,753900,,1998 02 11,1998,02,11,,,
19980211 15:00,1018800,1022300,1018100,1021300,824300,,1998 02 11,1998,02,11,,,
19980212 09:00,1017200,1017800,1014700,1016900,427800,,1998 02 12,1998,02,12,,,
19980212 10:00,1017200,1018000,1011600,1013100,753700,,1998 02 12,1998,02,12,,,
19980212 11:00,1012500,1017200,1008800,1012500,909100,,1998 02 12,1998,02,12,,,
19980212 12:00,1012500,1013100,1011300,1012500,330200,,1998 02 12,1998,02,12,,,
19980212 13:00,1012500,1019700,1012200,1019100,620200,,1998 02 12,1998,02,12,,,
19980212 14:00,1019800,1025300,1016900,1023800,977900,,1998 02 12,1998,02,12,,,
19980212 15:00,1024700,1029400,1024400,1026600,1083900,,1998 02 12,1998,02,12,,,
19980213 09:00,1021900,1022300,1020000,1021300,505000,,1998 02 13,1998,02,13,,,
19980213 10:00,1021700,1029400,1020600,1021400,264100,,1998 02 13,1998,02,13,,,
19980213 11:00,1021600,1022500,1019700,1021100,212300,,1998 02 13,1998,02,13,,,
19980213 12:00,1021600,1022200,1019400,1021300,120900,,1998 02 13,1998,02,13,,,
19980213 13:00,1020000,1022800,1019100,1021300,169500,,1998 02 13,1998,02,13,,,
19980213 14:00,1021900,1021900,1018800,1020600,173900,,1998 02 13,1998,02,13,,,
19980213 15:00,1020000,1022500,1019400,1021600,443800,,1998 02 13,1998,02,13,,,
19980217 09:00,1028100,1029700,1026900,1028800,492100,,1998 02 17,1998,02,17,,,
19980217 10:00,1029700,1030900,1026900,1030000,815900,,1998 02 17,1998,02,17,,,
19980217 11:00,1030000,1030600,1022500,1024400,391000,,1998 02 17,1998,02,17,,,
19980217 12:00,1023300,1026300,1022800,1024400,347000,,1998 02 17,1998,02,17,,,
19980217 13:00,1025000,1026300,1023800,1024800,254400,,1998 02 17,1998,02,17,,,
19980217 14:00,1025000,1026100,1021900,1024700,341100,,1998 02 17,1998,02,17,,,
19980217 15:00,1024400,1025300,1021600,1023400,303800,,1998 02 17,1998,02,17,,,
19980218 09:00,1023100,1028100,1022800,1028100,623500,,1998 02 18,1998,02,18,,,
19980218 10:00,1026900,1032500,1026300,1030200,662700,,1998 02 18,1998,02,18,,,
19980218 11:00,1031300,1032500,1028800,1032500,275200,,1998 02 18,1998,02,18,,,
19980218 12:00,1032500,1032800,1030300,1031900,412500,,1998 02 18,1998,02,18,,,
19980218 13:00,1031900,1033800,1031300,1032500,357900,,1998 02 18,1998,02,18,,,
19980218 14:00,1033100,1033800,1029100,1030000,245800,,1998 02 18,1998,02,18,,,
19980218 15:00,1030000,1034700,1028400,1034100,342000,,1998 02 18,1998,02,18,,,
19980219 09:00,1032500,1034100,1030000,1030600,662500,,1998 02 19,1998,02,19,,,
19980219 10:00,1030600,1032800,1027500,1028800,522800,,1998 02 19,1998,02,19,,,
19980219 11:00,1028100,1034100,1028100,1034100,482200,,1998 02 19,1998,02,19,,,
19980219 12:00,1032800,1034100,1030000,1031900,253000,,1998 02 19,1998,02,19,,,
19980219 13:00,1033100,1033100,1029500,1031300,288200,,1998 02 19,1998,02,19,,,
19980219 14:00,1030600,1032500,1029400,1030300,342500,,1998 02 19,1998,02,19,,,
19980219 15:00,1030600,1032500,1028800,1030000,779400,,1998 02 19,1998,02,19,,,
19980220 09:00,1030800,1031900,1029100,1029700,574000,,1998 02 20,1998,02,20,,,
19980220 10:00,1029700,1031600,1029100,1030300,298300,,1998 02 20,1998,02,20,,,
19980220 11:00,1030300,1030600,1024700,1027500,929900,,1998 02 20,1998,02,20,,,
19980220 12:00,1027500,1027500,1023800,1026300,448400,,1998 02 20,1998,02,20,,,
19980220 13:00,1026600,1030000,1025600,1030000,259500,,1998 02 20,1998,02,20,,,
19980220 14:00,1029800,1033600,1029800,1032200,505800,,1998 02 20,1998,02,20,,,
19980220 15:00,1032500,1037500,1025600,1035600,578800,,1998 02 20,1998,02,20,,,
19980223 09:00,1042500,1042500,1038400,1039400,666500,,1998 02 23,1998,02,23,,,
19980223 10:00,1038400,1042500,1033400,1033400,940400,,1998 02 23,1998,02,23,,,
19980223 11:00,1034400,1039100,1033800,1038400,560900,,1998 02 23,1998,02,23,,,
19980223 12:00,1038100,1038100,1034700,1037500,112500,,1998 02 23,1998,02,23,,,
19980223 13:00,1037500,1037700,1035000,1035000,59200,,1998 02 23,1998,02,23,,,
19980223 14:00,1035000,1039100,1034400,1039100,433100,,1998 02 23,1998,02,23,,,
19980223 15:00,1038100,1041900,1038100,1040000,359100,,1998 02 23,1998,02,23,,,
19980224 09:00,1039100,1039700,1035600,1036900,335000,,1998 02 24,1998,02,24,,,
19980224 10:00,1036900,1038800,1031600,1033800,1026000,,1998 02 24,1998,02,24,,,
19980224 11:00,1034400,1038600,1032800,1038100,190000,,1998 02 24,1998,02,24,,,
19980224 12:00,1038100,1040900,1036300,1039700,374200,,1998 02 24,1998,02,24,,,
19980224 13:00,1038800,1039700,1035200,1035900,156600,,1998 02 24,1998,02,24,,,
19980224 14:00,1035200,1036300,1029400,1033800,656100,,1998 02 24,1998,02,24,,,
19980224 15:00,1034400,1035300,1031300,1031900,503800,,1998 02 24,1998,02,24,,,
19980225 09:00,1037500,1040000,1036300,1040000,346600,,1998 02 25,1998,02,25,,,
19980225 10:00,1039100,1045600,1038400,1045000,1296300,,1998 02 25,1998,02,25,,,
19980225 11:00,1045000,1045600,1042700,1043100,224400,,1998 02 25,1998,02,25,,,
19980225 12:00,1043100,1045000,1043100,1044400,273700,,1998 02 25,1998,02,25,,,
19980225 13:00,1044400,1047800,1043800,1046900,389900,,1998 02 25,1998,02,25,,,
19980225 14:00,1046300,1047800,1045300,1045300,212200,,1998 02 25,1998,02,25,,,
19980225 15:00,1046300,1048800,1042500,1044800,605300,,1998 02 25,1998,02,25,,,
19980226 09:00,1044400,1045600,1041900,1044400,320400,,1998 02 26,1998,02,26,,,
19980226 10:00,1045600,1048100,1044400,1048100,677300,,1998 02 26,1998,02,26,,,
19980226 11:00,1047000,1048100,1044400,1046900,301300,,1998 02 26,1998,02,26,,,
19980226 12:00,1045900,1046900,1043100,1043800,541100,,1998 02 26,1998,02,26,,,
19980226 13:00,1044400,1050900,1043100,1048800,869100,,1998 02 26,1998,02,26,,,
19980226 14:00,1047500,1050900,1046600,1048800,487900,,1998 02 26,1998,02,26,,,
19980226 15:00,1047800,1051600,1047200,1050600,407000,,1998 02 26,1998,02,26,,,
19980227 09:00,1049700,1050600,1048100,1049700,442800,,1998 02 27,1998,02,27,,,
19980227 10:00,1049200,1053800,1045300,1051900,726800,,1998 02 27,1998,02,27,,,
19980227 11:00,1051900,1054700,1043100,1051300,424600,,1998 02 27,1998,02,27,,,
19980227 12:00,1051600,1053800,1050900,1053800,167900,,1998 02 27,1998,02,27,,,
19980227 13:00,1053400,1055300,1051600,1052500,310700,,1998 02 27,1998,02,27,,,
19980227 14:00,1052500,1053400,1047200,1049400,410700,,1998 02 27,1998,02,27,,,
19980227 15:00,1050000,1053800,1049400,1052000,851900,,1998 02 27,1998,02,27,,,
19980302 09:00,1052500,1055000,1047200,1055000,504900,,1998 03 02,1998,03,02,,,
19980302 10:00,1055300,1055300,1051600,1053100,520500,,1998 03 02,1998,03,02,,,
19980302 11:00,1051900,1057500,1051900,1054700,491100,,1998 03 02,1998,03,02,,,
19980302 12:00,1055300,1056300,1053400,1055300,308800,,1998 03 02,1998,03,02,,,
19980302 13:00,1055600,1055600,1047200,1049700,625500,,1998 03 02,1998,03,02,,,
19980302 14:00,1050000,1050600,1046600,1047200,941000,,1998 03 02,1998,03,02,,,
19980302 15:00,1047500,1052200,1046300,1048100,734200,,1998 03 02,1998,03,02,,,
19980303 09:00,1045300,1047800,1045000,1047300,547400,,1998 03 03,1998,03,03,,,
19980303 10:00,1046900,1050600,1045300,1047500,809800,,1998 03 03,1998,03,03,,,
19980303 11:00,1047500,1051100,1046300,1048800,440900,,1998 03 03,1998,03,03,,,
19980303 12:00,1048100,1050500,1047500,1049400,317700,,1998 03 03,1998,03,03,,,
19980303 13:00,1048400,1053100,1048400,1051700,510700,,1998 03 03,1998,03,03,,,
19980303 14:00,1051600,1053800,1051300,1051600,205200,,1998 03 03,1998,03,03,,,
19980303 15:00,1051600,1054700,1050000,1054100,345800,,1998 03 03,1998,03,03,,,
19980304 09:00,1050900,1054100,1050500,1054100,705700,,1998 03 04,1998,03,04,,,
19980304 10:00,1053100,1054100,1047800,1048800,797200,,1998 03 04,1998,03,04,,,
19980304 11:00,1048800,1051300,1046300,1049100,871800,,1998 03 04,1998,03,04,,,
19980304 12:00,1048800,1050300,1047500,1050200,405300,,1998 03 04,1998,03,04,,,
19980304 13:00,1050000,1050000,1044400,1046300,616000,,1998 03 04,1998,03,04,,,
19980304 14:00,1046300,1049200,1040600,1048800,319300,,1998 03 04,1998,03,04,,,
19980304 15:00,1048800,1051300,1047000,1049700,680600,,1998 03 04,1998,03,04,,,
19980305 09:00,1035000,1040600,1035000,1038800,1336400,,1998 03 05,1998,03,05,,,
19980305 10:00,1038800,1042200,1037500,1041600,1376900,,1998 03 05,1998,03,05,,,
19980305 11:00,1041900,1042200,1039700,1041600,560800,,1998 03 05,1998,03,05,,,
19980305 12:00,1040600,1044400,1040000,1040200,485500,,1998 03 05,1998,03,05,,,
19980305 13:00,1040600,1041900,1038100,1040600,753000,,1998 03 05,1998,03,05,,,
19980305 14:00,1040600,1042500,1037500,1039400,656700,,1998 03 05,1998,03,05,,,
19980305 15:00,1038100,1038800,1031600,1037500,1984200,,1998 03 05,1998,03,05,,,
19980306 09:00,1045600,1047800,1044400,1046900,1162800,,1998 03 06,1998,03,06,,,
19980306 10:00,1046600,1050600,1045600,1049500,907300,,1998 03 06,1998,03,06,,,
19980306 11:00,1049500,1053100,1048100,1051900,1216100,,1998 03 06,1998,03,06,,,
19980306 12:00,1052800,1056300,1051600,1054100,1118000,,1998 03 06,1998,03,06,,,
19980306 13:00,1054800,1056900,1053100,1055300,503200,,1998 03 06,1998,03,06,,,
19980306 14:00,1056600,1058600,1054100,1058100,940300,,1998 03 06,1998,03,06,,,
19980306 15:00,1057500,1058800,1055000,1057500,854900,,1998 03 06,1998,03,06,,,
19980309 09:00,1055300,1055500,1052700,1055000,255000,,1998 03 09,1998,03,09,,,
19980309 10:00,1055000,1060300,1054400,1060000,1048000,,1998 03 09,1998,03,09,,,
19980309 11:00,1060300,1062200,1058800,1061900,677100,,1998 03 09,1998,03,09,,,
19980309 12:00,1061900,1062200,1059100,1059400,249300,,1998 03 09,1998,03,09,,,
19980309 13:00,1060000,1060000,1056600,1059700,327000,,1998 03 09,1998,03,09,,,
19980309 14:00,1059800,1059800,1054100,1055600,284700,,1998 03 09,1998,03,09,,,
19980309 15:00,1054400,1056300,1052500,1054400,441700,,1998 03 09,1998,03,09,,,
19980310 09:00,1062200,1063400,1061300,1062500,530100,,1998 03 10,1998,03,10,,,
19980310 10:00,1062500,1065000,1060000,1063100,1325300,,1998 03 10,1998,03,10,,,
19980310 11:00,1062800,1063800,1059400,1061900,704500,,1998 03 10,1998,03,10,,,
19980310 12:00,1061900,1065600,1061600,1063800,882500,,1998 03 10,1998,03,10,,,
19980310 13:00,1063900,1064400,1053800,1063800,516200,,1998 03 10,1998,03,10,,,
19980310 14:00,1064400,1065600,1063400,1065000,617500,,1998 03 10,1998,03,10,,,
